estimator,preprocessor,roc_auc_mean,roc_auc_std,balanced_accuracy_mean,balanced_accuracy_std,fit_seconds_mean,predict_seconds_mean
rbf_svm,none,0.8897703703703703,0.02387635157659254,0.8244444444444445,0.025018511664883822,28.25665565566669,30.121053824332193
random_forest,none,0.8836814814814815,0.014535853219078123,0.8033333333333333,0.020275875100994035,22.584543120333063,17.354522426666033
rbf_svm,svd,0.8763777777777778,0.02328446734956773,0.8055555555555555,0.008388704928078623,26.968340844998846,20.327777309999266
linear_logistic,svd,0.8280962962962963,0.026447790015572594,0.7722222222222221,0.023648662948658677,46.2808174193342,37.41545552666624
random_forest,svd,0.8245925925925927,0.018384941950819012,0.7766666666666667,0.006666666666666668,25.49975310133353,18.278501332000207
linear_logistic,none,0.8050296296296295,0.01744633157992556,0.7455555555555556,0.013471506281091224,30.62379189366887,23.40143360766645
random_forest,rhopca,0.7965185185185185,0.013510112048832793,0.6933333333333334,0.02185812841434004,1046.298265700665,27.361989510334144
rbf_svm,rhopca,0.7947333333333333,0.021386011350447855,0.7366666666666667,0.018559214542766826,642.3181065586663,26.324723154002033
linear_logistic,rhopca,0.756437037037037,0.009319893321419127,0.6911111111111111,0.011706281947614205,963.2231800586657,21.5536922266668
